Name,Price,Sold By,Location,Model Year,Mileage,Fuel Type,Engine Capacity,Transmission
Toyota Prado 3rd (J120) Generation 2005 TZ G 4.0 for Sale,PKR 1.2crore,N/A,Islamabad,2005,"125,000 km",Petrol,4000 cc,Automatic
Nissan Juke  2011 16GT for Sale7.6/10,PKR 30lacs,N/A,Faisalabad,2011,"177,201 km",Petrol,1600 cc,Automatic
Daihatsu Hijet  2015 Special for Sale,PKR 12lacs,N/A,Sahiwal,2015,"160,000 km",Petrol,660 cc,Automatic
Honda Civic Reborn 2008 VTi Prosmatec 1.8 i-VTEC for Sale7.2/10,PKR 22lacs,N/A,Faisalabad,2008,"176,621 km",Petrol,1800 cc,Automatic
Toyota Corolla  2011 Altis SR Cruisetronic 1.8 for Sale,PKR 26.75lacs,N/A,Karachi,2011,"104,000 km",Petrol,1800 cc,Automatic
Suzuki Bolan  2015 Cargo Van Euro ll for Sale,PKR 8.6lacs,N/A,Chakwal,2015,"82,000 km",Petrol,800 cc,Manual
Honda Civic Reborn 2011 VTi Oriel 1.8 i-VTEC for Sale,PKR 24.5lacs,N/A,Lahore,2011,"146,000 km",Petrol,1800 cc,Manual
DFSK Glory 580  2021 Pro for Sale,PKR 57lacs,N/A,Rawalpindi,2021,"70,000 km",Petrol,1500 cc,Automatic
Honda City  2004 i-DSI Vario for Sale,PKR 17lacs,N/A,Lahore,2004,"160,000 km",Petrol,1300 cc,Automatic
Nissan Wingroad  2006 15M Authentic for Sale,PKR 24.5lacs,N/A,Peshawar,2006,"125,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2013 Altis Cruisetronic 1.6 for Sale,PKR 32lacs,N/A,Karachi,2013,"110,000 km",Petrol,1600 cc,Automatic
Toyota Prius  2011 G Touring Selection 1.8 for Sale,PKR 39.95lacs,N/A,Lahore,2011,"155,000 km",Hybrid,1800 cc,Automatic
Toyota Yaris  2021 ATIV CVT 1.3 for Sale,PKR 42.5lacs,N/A,Lahore,2021,"40,000 km",Petrol,1300 cc,Automatic
Honda Civic  2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 19.5lacs,N/A,Rawalpindi,2007,"150,000 km",Petrol,1800 cc,Automatic
KIA Sportage  2022 AWD for Sale,PKR 77lacs,N/A,Islamabad,2022,"34,000 km",Petrol,2000 cc,Automatic
Daewoo Racer  1993 Base Grade 1.5 for Sale,PKR 8lacs,N/A,Rawalpindi,1993,"225,000 km",Petrol,1500 cc,Manual
Changan Alsvin  2021 1.5L DCT Lumiere for Sale,PKR 29.9lacs,N/A,Karachi,2021,"28,500 km",Petrol,1500 cc,Automatic
Toyota Aqua  2015 S for Sale,PKR 39.75lacs,N/A,Gujranwala,2015,"100,000 km",Hybrid,1500 cc,Automatic
Chery Tiggo 4 Pro  2022 DEX Plus 1.5T for Sale,PKR 56lacs,N/A,Karachi,2022,"22,885 km",Petrol,1500 cc,Automatic
Honda N Wgn  2020  for Sale,PKR 33.75lacs,N/A,Lahore,2020,"26,000 km",Petrol,660 cc,Automatic
Honda BR-V  2017 i-VTEC for Sale8.4/10,PKR 36.5lacs,N/A,Lahore,2017,"91,856 km",Petrol,1500 cc,Automatic
Toyota Prado  2019 TX L Package 2.7 for Sale,PKR 3.1crore,N/A,Karachi,2019,"34,000 km",Petrol,2700 cc,Automatic
Toyota Prado  2018 TX 2.7 for Sale,PKR 2.38crore,N/A,Lahore,2018,"43,000 km",Petrol,2700 cc,Automatic
Toyota Pixis Epoch  2014 GSA for Sale,PKR 21.75lacs,N/A,Karachi,2014,"71,000 km",Petrol,660 cc,Automatic
Honda HR-V  2023 VTi-S for Sale,PKR 72lacs,N/A,Karachi,2023,"14,500 km",Petrol,1500 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,PKR 80lacs,N/A,Islamabad,2018,"45,000 km",Hybrid,1800 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,PKR 80lacs,N/A,Islamabad,2018,"90,000 km",Hybrid,1800 cc,Automatic
Honda N Box  2019  for Sale,PKR 33lacs,N/A,Lahore,2019,"36,000 km",Petrol,660 cc,Automatic
Daewoo Racer  1993 Base Grade 1.5 for Sale,PKR 8lacs,N/A,Rawalpindi,1993,"225,000 km",Petrol,1500 cc,Manual
Honda Accord  2003 CL7 for Sale,PKR 24.75lacs,N/A,Islamabad,2003,"90,000 km",Petrol,2000 cc,Automatic
Honda Civic  2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 37lacs,N/A,Karachi,2015,"90,400 km",Petrol,1800 cc,Automatic
Honda BR-V  2018 i-VTEC MT for Sale,PKR 37lacs,N/A,Lahore,2018,"54,000 km",Petrol,1500 cc,Manual
Toyota Land Cruiser  2020 AX for Sale,PKR 3.85crore,N/A,Jhelum,2020,"38,000 km",Petrol,4600 cc,Automatic
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 21.65lacs,N/A,Burewala,2008,"100,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 23.8lacs,N/A,Quetta,2009,"150,000 km",Petrol,1300 cc,Manual
Hyundai Elantra  2023 GLS for Sale,PKR 65lacs,N/A,Faisalabad,2023,"22,000 km",Petrol,2000 cc,Automatic
Toyota Corolla  2017 Altis Grande CVT-i 1.8 for Sale,PKR 51lacs,N/A,Islamabad,2017,"92,000 km",Petrol,1800 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 52.5lacs,N/A,Islamabad,2018,105 km,Petrol,1800 cc,Automatic
Suzuki Every 11th Generation (JDM) 2018 Join for Sale,PKR 19.2lacs,N/A,Lahore,2018,"220,000 km",Petrol,660 cc,Automatic
Honda Vezel  2014 Hybrid Z for Sale,PKR 44.5lacs,N/A,Karachi,2014,"86,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla 9th (E120) Generation 2001 2.0D Special Edition for Sale,PKR 18lacs,N/A,Jhelum,2001,"60,000 km",Diesel,2000 cc,Manual
Jaguar XF  2009 3.0 V6 Premium Luxury for Sale,PKR 1crore,N/A,Abbottabad,2009,"96,000 km",Petrol,4200 cc,Automatic
Toyota Yaris  2021 GLI MT 1.3 for Sale,PKR 37.5lacs,N/A,Gujranwala,2021,"37,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2016 Altis Automatic 1.6 for Sale,PKR 36.75lacs,N/A,Karachi,2016,"98,000 km",Petrol,1600 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 50lacs,N/A,Karachi,2017,"100,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 63lacs,N/A,Karachi,2022,"17,000 km",Petrol,1598 cc,Automatic
Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,PKR 50lacs,N/A,Islamabad,2022,"22,000 km",Petrol,1500 cc,Automatic
Honda Vezel  2014 Hybrid X L Package for Sale,PKR 39.5lacs,N/A,Lahore,2014,"90,000 km",Hybrid,1500 cc,Automatic
Honda Vezel  2018 Hybrid RS Honda Sensing  for Sale,PKR 78.5lacs,N/A,Lahore,2018,"57,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 16.9lacs,N/A,Rawalpindi,2007,"45,000 km",Petrol,1300 cc,Manual
Audi A6 4th (C7) Generation 2015 1.8 TFSI Business Class Edition for Sale,PKR 1.4crore,N/A,Islamabad,2015,"87,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 38.5lacs,N/A,Lahore,2018,"86,000 km",Petrol,1300 cc,Automatic
Toyota Aqua  2021 S for Sale9.2/10,PKR 62.5lacs,N/A,Rawalpindi,2021,"33,961 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale8.8/10,PKR 52lacs,N/A,Karachi,2019,"104,607 km",Petrol,1800 cc,Automatic
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,PKR 53.75lacs,N/A,Islamabad,2021,"41,000 km",Petrol,1598 cc,Automatic
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC Prosmatec for Sale6.6/10,PKR 27.5lacs,N/A,Karachi,2014,"119,616 km",Petrol,1300 cc,Automatic
Toyota C-HR  2019 G-LED for Sale,PKR 79lacs,N/A,Lahore,2019,"65,000 km",Hybrid,1800 cc,Automatic
FAW V2  2015 VCT-i for Sale7.6/10,PKR 13lacs,N/A,Lahore,2015,"95,586 km",Petrol,1300 cc,Manual
Mercedes Benz E Class 5th (W213) Generation 2020 E 180 Exclusive for Sale,PKR 2.7crore,N/A,Lahore,2020,"23,000 km",Petrol,1500 cc,Automatic
Honda Civic Rebirth 2016 Oriel Prosmatec UG for Sale,PKR 44lacs,N/A,Lahore,2016,"125,000 km",Petrol,1800 cc,Automatic
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 29lacs,N/A,Lahore,2014,"190,000 km",Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC for Sale7.6/10,PKR 35lacs,N/A,Faisalabad,2017,"119,823 km",Petrol,1300 cc,Manual
Honda Civic  2002 VTi 1.6 for Sale3.5/10,PKR 15lacs,N/A,Faisalabad,2002,"156,647 km",Petrol,1600 cc,Manual
Honda Vezel  2018 Hybrid Z Honda Sensing  for Sale9.3/10,PKR 70lacs,N/A,Faisalabad,2018,"66,650 km",Petrol,1500 cc,Automatic
Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 55lacs,N/A,Lahore,2015,"62,000 km",Hybrid,1500 cc,Automatic
Toyota Aqua  2012 L for Sale,PKR 31lacs,N/A,Karachi,2012,"198,000 km",Hybrid,1500 cc,Automatic
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 36.5lacs,N/A,Sambrial,2014,170 km,Petrol,1800 cc,Automatic
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 15.2lacs,N/A,Gujrat,2007,"170,000 km",Petrol,1300 cc,Manual
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 18.5lacs,N/A,Peshawar,2007,"115,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2015 Altis Automatic 1.6 for Sale,PKR 41lacs,N/A,Multan,2015,"86,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42.3lacs,N/A,Lahore,2015,"67,000 km",Petrol,1800 cc,Automatic
Mercedes Benz C Class  2007 C200 for Sale,PKR 55lacs,N/A,Islamabad,2007,"233,000 km",Petrol,1800 cc,Automatic
Honda Civic Eagle Eye 2005 EXi for Sale,PKR 15lacs,N/A,Lahore,2005,"227,186 km",Petrol,1500 cc,Manual
Honda HR-V  2024 VTi-S for Sale,PKR 74lacs,N/A,Karachi,2024,"8,000 km",Petrol,1500 cc,Automatic
Honda City  2019 1.3 i-VTEC Prosmatec for Sale,PKR 38.5lacs,N/A,Lahore,2019,"30,000 km",Petrol,1300 cc,Automatic
Toyota Raize  2020 Z for Sale,PKR 65lacs,N/A,Islamabad,2020,"47,000 km",Petrol,1000 cc,Automatic
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 18.5lacs,N/A,Peshawar,2007,"500,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2020 Altis Grande CVT-i 1.8 for Sale,PKR 57.5lacs,N/A,Islamabad,2020,"61,000 km",Petrol,1800 cc,Automatic
Mitsubishi Lancer  2008 GLX 1.3 for Sale,PKR 17.25lacs,N/A,Rawalpindi,2008,"143,000 km",Petrol,1300 cc,Manual
Hyundai Sonata  2021 2.5 for Sale,PKR 90lacs,N/A,Lahore,2021,"50,000 km",Petrol,2500 cc,Automatic
Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,PKR 32lacs,N/A,Karachi,2015,"75,535 km",Petrol,1300 cc,Automatic
Mercedes Benz C Class  2021 C200 for Sale9.8/10,PKR 3.15crore,N/A,Lahore,2021,"14,648 km",Petrol,1496 cc,Automatic
Toyota Fortuner  2016 2.7 VVTi for Sale,PKR 85lacs,N/A,Sukkur,2016,"71,000 km",Petrol,2700 cc,Automatic
Toyota C-HR  2019 G-LED for Sale,PKR 95lacs,N/A,Islamabad,2019,"35,000 km",Hybrid,1800 cc,Automatic
Mercedes Benz C Class  2008 C200 for Sale,PKR 54lacs,N/A,Karachi,2008,"114,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 68lacs,N/A,Lahore,2022,"19,500 km",Petrol,1800 cc,Automatic
Toyota Prado  2018 TX 2.7 for Sale,PKR 2.8crore,N/A,Lahore,2018,"40,000 km",Petrol,2700 cc,Automatic
Audi A3  2015 1.2 TFSI Design Line  for Sale,PKR 63.5lacs,N/A,Islamabad,2015,"85,000 km",Petrol,1200 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 43.75lacs,N/A,Karachi,2018,"77,000 km",Petrol,1800 cc,Automatic
Honda City  2018 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 37.25lacs,N/A,Karachi,2018,"83,000 km",Petrol,1500 cc,Automatic
Honda Civic  2016 Oriel 1.8 i-VTEC CVT for Sale,PKR 40.45lacs,N/A,Karachi,2016,"90,000 km",Petrol,1800 cc,Automatic
Honda Civic  2017 1.8 i-VTEC CVT for Sale,PKR 46.85lacs,N/A,Gujrat,2017,"40,362 km",Petrol,1800 cc,Automatic
Toyota Aqua  2015 S for Sale,PKR 42.5lacs,N/A,Islamabad,2015,"131,000 km",Hybrid,1500 cc,Automatic
Toyota Yaris  2021 ATIV X CVT 1.5 for Sale8/10,PKR 42lacs,N/A,Faisalabad,2021,"39,718 km",Petrol,1500 cc,Automatic
Honda Civic  2017 1.8 i-VTEC CVT for Sale,PKR 46.8lacs,N/A,Gujranwala,2017,"40,038 km",Petrol,1800 cc,Automatic
DFSK Glory 580  2021 Pro for Sale8/10,PKR 50lacs,N/A,Faisalabad,2021,"54,596 km",Petrol,1500 cc,Automatic
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 45.3lacs,N/A,Karachi,2018,"45,000 km",Petrol,1600 cc,Automatic
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale8.5/10,PKR 37lacs,N/A,Lahore,2017,"84,949 km",Petrol,1300 cc,Automatic
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 28.6lacs,N/A,Rawalpindi,2014,"91,000 km",Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2015 Aspire 1.5 i-VTEC for Sale,PKR 30.5lacs,N/A,Karachi,2015,"54,000 km",Petrol,1500 cc,Manual
Peugeot 2008  2022 Allure for Sale9.7/10,PKR 60lacs,N/A,Faisalabad,2022,"34,254 km",Petrol,1200 cc,Automatic
Honda N Wgn  2021 G for Sale,PKR 39.95lacs,N/A,Lahore,2021,"20,000 km",Petrol,660 cc,Automatic
Toyota Sienta  2018 G for Sale9.4/10,PKR 64lacs,N/A,Karachi,2018,"99,393 km",Petrol,1500 cc,Automatic
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 61.25lacs,N/A,Jhang,2021,"77,000 km",Petrol,1800 cc,Automatic
Toyota C-HR  2018 G for Sale,Call,N/A,Karachi,2018,"61,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 15.65lacs,N/A,Arifwala,2007,"200,000 km",Petrol,1300 cc,Manual
Toyota Prado  2011 TZ G 4.0 for Sale,PKR 1.9crore,N/A,Islamabad,2011,"66,000 km",Petrol,4000 cc,Automatic
Toyota Fortuner  2023 GR-S for Sale,PKR 2.08crore,N/A,Islamabad,2023,"23,000 km",Diesel,2800 cc,Automatic
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 72lacs,N/A,Islamabad,2022,"16,000 km",Petrol,1800 cc,Automatic
Honda Vezel  2019 Hybrid Z for Sale,PKR 85lacs,N/A,Karachi,2019,"56,000 km",Hybrid,1500 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 55.5lacs,N/A,Islamabad,2019,"80,000 km",Petrol,1800 cc,Automatic
Changan Alsvin  2021 1.5L DCT Comfort for Sale,PKR 40lacs,N/A,Lahore,2021,"3,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 27.5lacs,N/A,Rawalpindi,2010,"200,000 km",Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2016 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 32lacs,N/A,Karachi,2016,"91,000 km",Petrol,1500 cc,Automatic
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC Prosmatec for Sale,PKR 41.5lacs,N/A,Lahore,2020,"45,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2016 Altis Grande CVT-i 1.8 for Sale,PKR 47.5lacs,N/A,Islamabad,2016,"71,985 km",Petrol,1800 cc,Automatic
Toyota Corolla  2015 Altis Automatic 1.6 for Sale,PKR 36.75lacs,N/A,Karachi,2015,"130,000 km",Petrol,1600 cc,Automatic
Nissan Kicks  2021  for Sale,Call,N/A,Lahore,2021,"36,000 km",Hybrid,1200 cc,Automatic
Toyota Land Cruiser  2017 VX 4.6 for Sale,PKR 30crore,N/A,Attock,2017,"130,000 km",Petrol,4600 cc,Automatic
Toyota Land Cruiser  2017 VX 4.6 for Sale,PKR 30crore,N/A,Attock,2017,"130,000 km",Petrol,4600 cc,Automatic
Audi e-tron  2020 50 Quattro 230 kW for Sale,PKR 1.95crore,N/A,Lahore,2020,"40,832 km",Electric,60.0 kWh,Automatic
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 65lacs,N/A,Faisalabad,2021,"115,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 for Sale9.7/10,PKR 63lacs,N/A,Islamabad,2022,"21,280 km",Petrol,1598 cc,Automatic
Changan Alsvin  2021 1.5L DCT Lumiere for Sale,PKR 29.9lacs,N/A,Karachi,2021,"28,500 km",Petrol,1500 cc,Automatic
Toyota Aqua  2015 S for Sale,PKR 39.75lacs,N/A,Gujranwala,2015,"100,000 km",Hybrid,1500 cc,Automatic
Chery Tiggo 4 Pro  2022 DEX Plus 1.5T for Sale,PKR 56lacs,N/A,Karachi,2022,"22,885 km",Petrol,1500 cc,Automatic
Toyota Corolla  2017 GLi 1.3 VVTi Special Edition for Sale,PKR 34.5lacs,N/A,Karachi,2017,"80,600 km",Petrol,1300 cc,Manual
Peugeot 2008  2022 Allure for Sale,PKR 60lacs,N/A,Karachi,2022,"36,600 km",Petrol,1200 cc,Automatic
Toyota Fortuner  2020 2.7 VVTi for Sale,PKR 1.3crore,N/A,Gujranwala,2020,"37,300 km",Petrol,2700 cc,Automatic
Toyota Raize  2020 Z for Sale,PKR 64lacs,N/A,Karachi,2020,"52,000 km",Petrol,1000 cc,Automatic
Toyota Rav4  2002  for Sale6.3/10,PKR 22.5lacs,N/A,Faisalabad,2002,"124,248 km",Petrol,2200 cc,Automatic
Toyota Prado  2012 TX L Package 2.7 for Sale,PKR 1.65crore,N/A,Lahore,2012,"85,000 km",Petrol,2700 cc,Automatic
Toyota Prius  2012 S LED Edition 1.8 for Sale,PKR 37.9lacs,N/A,Lahore,2012,"126,176 km",Hybrid,1800 cc,Automatic
Mercedes Benz E Class  2012 E200 for Sale,PKR 1.17crore,N/A,Islamabad,2012,"85,000 km",Petrol,2100 cc,Automatic
Toyota Fortuner  2020 2.8 Sigma 4 for Sale,PKR 1.48crore,N/A,Islamabad,2020,"55,000 km",Diesel,2800 cc,Automatic
Honda Civic  2022 RS for Sale,PKR 87.5lacs,N/A,Islamabad,2022,"49,000 km",Petrol,1500 cc,Automatic
BMW 3 Series 4th (E46) Generation 2002 318i for Sale,PKR 23.5lacs,N/A,Karachi,2002,"125,000 km",Petrol,2000 cc,Automatic
Honda Civic  2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 27.5lacs,N/A,Lahore,2012,"145,250 km",Petrol,1800 cc,Automatic
Toyota Esquire  2018 Gi for Sale9.3/10,PKR 87lacs,N/A,Faisalabad,2018,"124,903 km",Petrol,1800 cc,Automatic
KIA Sportage  2020 Alpha for Sale,PKR 55lacs,N/A,Sialkot,2020,"41,000 km",Petrol,2000 cc,Automatic
Toyota Corolla  2013 XLi VVTi for Sale,PKR 23.5lacs,N/A,Pattoki,2013,"113,000 km",Petrol,1300 cc,Manual
Toyota Aqua  2013 G LED Soft Leather Selection  for Sale,PKR 36.5lacs,N/A,Islamabad,2013,"113,000 km",Hybrid,1500 cc,Automatic
Suzuki Bolan  2007 VX (CNG) for Sale,PKR 5.95lacs,N/A,Sargodha,2007,"65,000 km",Petrol,800 cc,Manual
Honda N Wgn  2020  for Sale,PKR 33.75lacs,N/A,Lahore,2020,"26,000 km",Petrol,660 cc,Automatic
Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,PKR 45lacs,N/A,Swabi,2017,"33,000 km",Petrol,1300 cc,Automatic
Toyota Corolla  2012 GLi 1.3 VVTi for Sale,PKR 29.75lacs,N/A,Islamabad,2012,"158,000 km",Petrol,1300 cc,Manual
MG HS  2021 Trophy for Sale,PKR 67.5lacs,N/A,Lahore,2021,"31,000 km",Petrol,1500 cc,Automatic
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 48lacs,N/A,Karachi,2017,"48,000 km",Petrol,1800 cc,Automatic
Honda BR-V  2017 i-VTEC for Sale8.4/10,PKR 36.5lacs,N/A,Lahore,2017,"91,856 km",Petrol,1500 cc,Automatic
Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 32.5lacs,N/A,Islamabad,2012,"105,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2014 XLi VVTi for Sale,PKR 27.5lacs,N/A,Karachi,2014,"136,000 km",Petrol,1300 cc,Manual
Toyota Prado  2019 TX L Package 2.7 for Sale,PKR 3.1crore,N/A,Karachi,2019,"34,000 km",Petrol,2700 cc,Automatic
Toyota Prado  2018 TX 2.7 for Sale,PKR 2.38crore,N/A,Lahore,2018,"43,000 km",Petrol,2700 cc,Automatic
Toyota Pixis Epoch  2014 GSA for Sale,PKR 21.75lacs,N/A,Karachi,2014,"71,000 km",Petrol,660 cc,Automatic
Mitsubishi Lancer  2005 GLX SR 1.6 for Sale,PKR 15.7lacs,N/A,Islamabad,2005,"300,000 km",Petrol,1600 cc,Manual
Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 56lacs,N/A,Karachi,2022,"14,800 km",Petrol,1600 cc,Automatic
Honda HR-V  2023 VTi-S for Sale,PKR 72lacs,N/A,Karachi,2023,"14,500 km",Petrol,1500 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,PKR 80lacs,N/A,Islamabad,2018,"45,000 km",Hybrid,1800 cc,Automatic
KIA Sportage  2021 Alpha for Sale,PKR 65.5lacs,N/A,Islamabad,2021,"12,000 km",Petrol,2000 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,PKR 80lacs,N/A,Islamabad,2018,"90,000 km",Hybrid,1800 cc,Automatic
Toyota Corolla  2012 Altis SR Cruisetronic 1.6 for Sale,PKR 3.1lacs,N/A,Karachi,2012,"95,000 km",Petrol,1600 cc,Automatic
Toyota Corolla  2016 Altis Automatic 1.6 for Sale,PKR 37.5lacs,N/A,Lahore,2016,"90,000 km",Petrol,1600 cc,Automatic
Honda N Box  2019  for Sale,PKR 33lacs,N/A,Lahore,2019,"36,000 km",Petrol,660 cc,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale8.8/10,PKR 52lacs,N/A,Karachi,2019,"104,607 km",Petrol,1800 cc,Automatic
Honda Civic Rebirth 2013 VTi Oriel 1.8 i-VTEC for Sale,PKR 29.9lacs,N/A,Islamabad,2013,"150,000 km",Petrol,1800 cc,Manual
Toyota Yaris  2021 GLI MT 1.3 for Sale8/10,PKR 37.5lacs,N/A,Karachi,2021,"45,031 km",Petrol,1300 cc,Manual
Honda Airwave  2006 M for Sale4.7/10,PKR 22lacs,N/A,Faisalabad,2006,"112,252 km",Petrol,1500 cc,Automatic
Toyota Land Cruiser  2004 Cygnus for Sale,PKR 1.3crore,N/A,Lahore,2004,"68,000 km",Petrol,4700 cc,Automatic
Audi e-tron GT  2022 RS for Sale,PKR 5.1crore,N/A,Lahore,2022,"4,200 km",Electric,94.0 kWh,Automatic
Mercedes Benz E Class  2021 E 180 Exclusive for Sale9.7/10,PKR 3.5crore,N/A,Faisalabad,2021,"20,452 km",Petrol,1500 cc,Automatic
Honda Civic  2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 23.5lacs,N/A,Lahore,2008,"165,250 km",Petrol,1800 cc,Automatic
Toyota Raize  2020 Z for Sale,PKR 63.75lacs,N/A,Karachi,2020,"40,000 km",Petrol,1000 cc,Automatic
Toyota Prado  2012 TX 2.7 for Sale8.2/10,PKR 1.6crore,N/A,Karachi,2012,"87,905 km",Petrol,2700 cc,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale9.9/10,PKR 66lacs,N/A,Lahore,2022,"36,824 km",Petrol,1598 cc,Automatic
Mercedes Benz EQC  2020 400 4MATIC for Sale,PKR 2.75crore,N/A,Karachi,2020,"12,000 km",Electric,80.0 kWh,Automatic
Mercedes Benz S Class  2014 S400 Hybrid for Sale,PKR 3.5crore,N/A,Karachi,2014,"32,000 km",Hybrid,3500 cc,Automatic
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,PKR 53.75lacs,N/A,Islamabad,2021,"41,000 km",Petrol,1598 cc,Automatic
Toyota Corolla 9th (E120) Generation 2006 GLi 1.3 for Sale,PKR 17.9lacs,N/A,Faisalabad,2006,"240,000 km",Petrol,1300 cc,Manual
Honda Vezel  2016 Hybrid RS Honda Sensing  for Sale,PKR 62lacs,N/A,Abbottabad,2016,"115,000 km",Hybrid,1500 cc,Automatic
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,PKR 47lacs,N/A,Nowshera,2019,"40,000 km",Petrol,1300 cc,Automatic
BAIC Senova D20  1999  for Sale,PKR 25lacs,N/A,Islamabad,1999,"120,538 km",Diesel,2800 cc,Manual
Honda Civic  2024 RS for Sale,PKR 95lacs,N/A,Islamabad,2024,"19,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2000 GL for Sale,PKR 14.2lacs,N/A,Gujrat,2000,"786,786 km",Petrol,1300 cc,Manual
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,PKR 19.5lacs,N/A,Rawalpindi,2007,"275,000 km",Petrol,1300 cc,Manual
Honda Civic  2000 EXi Automatic for Sale,PKR 11.5lacs,N/A,Lahore,2000,"250,000 km",Petrol,1500 cc,Automatic
Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 24.3lacs,N/A,Islamabad,2010,"300,000 km",Petrol,1300 cc,Manual
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC Prosmatec for Sale6.6/10,PKR 27.5lacs,N/A,Karachi,2014,"119,616 km",Petrol,1300 cc,Automatic
Honda Civic  2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 38.5lacs,N/A,Islamabad,2016,"94,000 km",Petrol,1800 cc,Automatic
Toyota Yaris  2020 GLI MT 1.3 for Sale,PKR 34lacs,N/A,Lahore,2020,"124,900 km",Petrol,1300 cc,Manual
